mortgage_advisor_name,consumer_1_email,consumer_2_email,consumer_1_email_validity,consumer_2_email_validity,consumer_1_name,consumer_2_name,consumer_1_phone_number,consumer_2_phone_number,consumer_1_phone_number_validity,consumer_1_dob,consumer_2_dob,consumer_1_correspondence_postcode,consumer_2_correspondence_postcode,property_address,property_value,mortgage_expiry_date,mortgage_start_date,mortgage_preferential_rate,mortgage_loan_amount,mortgage_property_value,mortgage_type,mortgage_payment_type,mortgage_lender,mortgage_loan_purpose,mortgage_scheme,mortgage_advisor_email,mortgage_account_number,mortgage_description,mortgage_charge,mortgage_pct_owned
Sharon Ayobami,join_possible_keep@example.com,,Valid,,Nicholas Bela,,7884822829,,Valid,1954-04-16,,,,"4 Invest Drive, Smokeworth, Callland CW2 5UN",,2019-07-12,2025-10-31,1.61,222195,325000,owner-occupied,repayment,Nationwide BS,purchase,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,govern_public_big@example.com,,Valid,,Stephen Katherine,Luke Rejina,7956259734,7914852764,Valid,1940-12-15,"Friday, 7 August 1992",,,"53 Station Avenue, Theybury, Loadsex M6 5FQ",,2018-08-31,2023-04-30,4.19,131552,397500,owner-occupied,repayment,Halifax,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,0
Sharon Ayobami,clothe_form_kill@example.com,,Valid,,Jenna Sarah,,7599753431,,Valid,1997-09-09,,,,"7 Environment Close, Bringstead, Examplesex CA17 4BN",,2021-08-02,2024-01-31,2.54,135996,,owner-occupied,repayment,NatWest,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,stop_scotland_early@example.com,,Valid,,Karl James,,7556646914,,Valid,1998-02-05,,,,"1 Surprise Avenue, Caseham, Britainsex DH8 8TU",,2018-06-29,2026-06-30,1.9,139754,,owner-occupied,interest-only,Halifax,remortgage,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,tape_state_mark@example.com,,Valid,,Amanda Madison,,7815686946,,Valid,1920-12-13,,,,,,2019-06-28,2024-12-02,2.19,245995,328995,owner-occupied,repayment,Barclays Bank,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,respect_obvious_product@example.com,discuss_since_order@example.com,Valid,Valid,Matthew Colin,Vicky Nicola,7779222539,7848435467,Valid,1966-10-20,"Wednesday, 17 March 1965",,,"83 Rest Street, Thoughby, Followland CH66 4AA",,2022-04-20,2024-02-29,1.99,129285,244950,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,politic_as_north@example.com,down_express_particular@example.com,Valid,Valid,Mathew Aimee,Helen Abosede,7531145447,7522842362,Valid,1940-07-17,"Wednesday, 4 July 1962",,,"29 We Another Close, Subjectbury, Couldsex CW12 2GT",,2019-06-03,2025-10-31,1.94,125246,364995,owner-occupied,repayment,Santander UK Plc,remortgage,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,pick_presume_few@example.com,,Valid,,Amy Helen,Helen Thomas,7854455223,7539646193,Valid,1924-01-30,"Thursday, 9 April 1992",,,"1 Europe Size Avenue, Postmouth, Commentsex BL6 5UT",,2022-05-03,2023-05-31,1.71,191990,194995,owner-occupied,repayment,NatWest,purchase,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,stupid_minus_once@example.com,,Valid,,Minesh Jack,Sharron Samantha,7844674561,7958372524,Valid,1985-03-31,"Saturday, 10 December 1983",,,"7 Four Avenue, Treatstead, Chairmanland PR25 3RA",,2019-12-09,2024-09-30,1.83,149035,209000,owner-occupied,repayment,West Bromwich Building Society,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,specific_role_bottom@example.com,side_certain_supply@example.com,Valid,Valid,Rachael Hayley,Handan Stephen,7892855372,7867938277,Valid,1959-04-05,"Friday, 20 February 1942",,,"201 Hear Heavy Street, Interestford, Briefshire M29 7SY",,2022-04-01,2025-07-01,1.84,114293,299995,owner-occupied,repayment,TSB,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,new_vote_lie@example.com,,Valid,,Samantha Brendand,Benjamin Lloyd,7732211489,7534977716,Valid,1978-02-28,"Monday, 24 December 1990",,,"96 Good Avenue, Roadworth, Arealand CV6 5NW",,2019-10-03,2023-08-31,1.79,91037,259950,buy-to-let,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,look_worth_fund@example.com,look_worth_fund@example.com,Valid,Valid,Natasha Joanne,Emma Danielle,7567313376,7855296687,Valid,1997-08-28,"Tuesday, 12 May 1936",,,"54 Sign Close, Towncester, Roadland B70 0FJ",,2021-09-17,2023-01-31,1.54,148200,172995,owner-occupied,repayment,NatWest,purchase,fixed,course_horse_ball@example.com,,,first-charge,0
Sharon Ayobami,process_look_just@example.com,,Valid,,Georgina Kathryn,,7737446593,,Valid,1998-12-25,,,,"43 Proper Give Street, Againham, Downland CV33 9UU",,2019-08-19,2023-11-30,2.09,105995,,owner-occupied,repayment,Santander UK Plc,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,quarter_first_any@example.com,indeed_divide_school@example.com,Valid,Valid,Fiona Osariemen,Catherine Jamie-Leigh,7969598647,7574449393,Valid,1961-02-17,"Friday, 24 November 1922",,,"154 Fall Close, Factcester, Opensex OL9 0LX",,2021-11-25,2027-04-30,1.64,129000,299995,owner-occupied,repayment,Barclays Bank,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,due_opportunity_over@example.com,,Valid,,Rebecca Joseph,Brett Christopher,7547742944,7958355783,Valid,1964-06-22,"Friday, 14 September 1928",,,"77 Bear Sheet Street, Pieceton, Agoshire PR25 3DD",,2022-01-28,2027-02-28,1.94,250295,389228,owner-occupied,repayment,Santander UK Plc,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,machine_cut_fill@example.com,question_achieve_pull@example.com,Valid,Valid,Neil Somanshi,David Richard,7788892583,7885732962,Valid,1936-09-08,"Wednesday, 26 January 1955",,,"4 Week Within Road, Shootford, Futureshire BS16 2GF",,2021-12-20,2024-12-31,2,149840,278472,owner-occupied,interest-only,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,supply_blue_insure@example.com,mile_today_save@example.com,Valid,Valid,Cheryl Femi,Georgia Lieke,7969192496,7864127854,Valid,1968-01-03,"Sunday, 2 September 1934",,,"95 Other Right Street, Instead, Positivesex ST16 1DE",,2019-06-28,2024-04-08,2.69,160995,656986,owner-occupied,repayment,Halifax,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,show_blow_rest@example.com,,Valid,,Gregory Yordanka,Nicky Sophie,7776461977,7863787683,Valid,1966-07-31,"Monday, 31 July 1972",,,"2 Free Road, Improvecester, Businesssex WA5 3WF",,2021-09-30,2023-10-31,1.95,98600,,owner-occupied,repayment,BM Solutions,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,late_quick_draw@example.com,late_quick_draw@example.com,Valid,Valid,Eirain Susan,Matthew Pardeep,7899878324,7557771698,Valid,1962-08-02,"Sunday, 8 March 1970",,,"85 Economy Have Avenue, Weeham, Brothershire SK2 5XR",,2019-08-30,2027-05-02,1.66,107663,225750,owner-occupied,repayment,NatWest,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,talk_run_fire@example.com,talk_run_fire@example.com,Valid,Valid,Liam Laura,Stephanie Harriet,7822969264,7937931396,Valid,1989-11-05,"Tuesday, 3 August 1993",,,"2 Sure Avenue, Southcester, Onceland S60 8AL",,2019-04-29,2023-10-31,2.65,192494,,owner-occupied,repayment,BM Solutions,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,box_stairs_interest@example.com,,Valid,,Lee Helen,Jevan Robert,7889742663,7993588698,Valid,1977-09-28,"Friday, 12 December 1980",,,"217 Christ Street, Funcester, Ratesex SK14 3NU",,2021-04-01,2027-03-21,1.85,140670,185000,owner-occupied,repayment,Accord,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,cold_appear_item@example.com,,Valid,,Mark Christopher,,7977598221,,Valid,1946-06-26,,,,"7 Achieve Process Road, Acceptcester, Alwaysshire WA5 3UD",,2021-01-01,2023-06-30,1.84,113199,,owner-occupied,interest-only,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,health_party_land@example.com,tomorrow_commit_receive@example.com,Valid,Valid,Jamie Gillian,Jake Katie,7533164369,7569421115,Valid,1921-01-12,"Thursday, 1 January 1953",,,"7 Table Avenue, Eightworth, Entersex SK6 1PY",,2021-02-01,2025-12-02,2.55,143495,,owner-occupied,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,union_contact_worse@example.com,,Valid,,Christopher Paul,,7815383619,,Valid,1991-03-20,,,,"153 Could Cent Street, Worseford, Representshire WA9 5XN",,2019-07-23,2024-12-02,2.19,65730,170000,owner-occupied,repayment,Nationwide BS,purchase,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,to_hard_follow@example.com,fun_hour_than@example.com,Valid,Valid,Olivia Anna,Jonathan Mollie,7513785543,7978364812,Valid,1925-07-17,"Tuesday, 20 December 1949",,,,,2019-04-29,2023-08-31,2.85,165994,339995,buy-to-let,repayment,NatWest,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,chair_round_wish@example.com,,Valid,,Phillip Patricia,,7783217896,,Valid,1930-10-27,,,,"292 Full Need Drive, Bearworth, Associateland SY2 5WA",,2021-07-01,2024-06-30,1.69,238000,390000,owner-occupied,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,many_horse_sheet@example.com,glass_school_a@example.com,Valid,Valid,Vidmantas Kerry,Emma Richard,7933466449,7955322257,Valid,1921-02-02,"Friday, 23 May 1997",,,"70 Unless Grand Drive, Flatbury, Ordershire OL9 9PU",,2022-01-28,2026-12-10,2.14,83273,,owner-occupied,repayment,Nationwide BS,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,corner_should_body@example.com,,Valid,,Marian Inga,Luke John,7747917618,7765384494,Valid,1996-12-06,"Tuesday, 1 March 1949",,,"294 From Brilliant Street, Sitmouth, Dividesex OL4 2AW",,2019-07-01,2022-12-31,3.99,70000,,owner-occupied,repayment,Barclays Bank,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,discuss_piece_charge@example.com,,Valid,,Joshua Gaynor,,7999254557,,Valid,1994-01-02,,,,"47 Marry Street, Frontworth, Stayland CW12 2GN",,2019-10-30,2022-10-31,1.89,114000,,owner-occupied,repayment,Halifax,remortgage,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,far_drive_sick@example.com,,Valid,,Desmond Amy,,7842998617,,Valid,1939-02-26,,,,"48 Come Drive, Createford, Withoutsex LS25 6BB",,2021-11-01,2023-06-30,1.59,152245,183995,owner-occupied,repayment,Santander UK Plc,purchase,fixed,course_horse_ball@example.com,,,first-charge,0
Sharon Ayobami,friend_miss_current@example.com,,Valid,,Laura Saria,Robert Joseph,7871843183,,Valid,1937-03-23,,,,"4 Value Drive, Benefitham, Giveland CW1 4SJ",,2018-04-30,2022-12-31,1.04,243999,310000,owner-occupied,repayment,Barclays Bank,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,scotland_open_order@example.com,,Valid,,Lesley Nicola,,7997399524,,Valid,1932-05-14,,,,"98 Learn Street, Roleford, Ofland BL9 9GA",,2021-11-19,2026-11-30,1.84,167800,169995,owner-occupied,repayment,Halifax,remortgage,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,jesus_note_roll@example.com,,Valid,,Steven Emma,,7963914337,,Valid,1965-08-20,,,,"21 Place Give Close, Operatecester, Wallsex DY11 7FD",,2019-10-30,2026-01-01,1.57,240299,,owner-occupied,repayment,Halifax,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,cost_wait_admit@example.com,,Valid,,Jordan Jessica,,7578239831,,Valid,1921-09-07,,,,"71 Rid Both Drive, Parentstead, Communitysex DE15 9ER",,2022-06-29,2026-08-31,1.8,86000,,owner-occupied,repayment,Santander UK Plc,remortgage,fixed,course_horse_ball@example.com,,,first-charge,0
Sharon Ayobami,large_confer_unit@example.com,,Valid,,Katie Jekaterina,,7822696723,,Valid,1966-10-16,,,,"218 Know Close, Stupidmouth, Withsex B42 9EY",,2018-01-31,2025-02-02,3.82,120000,179995,owner-occupied,repayment,Barclays Bank,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,must_percent_put@example.com,,Risky,,Siobhan Angela,Sarah John,7891189584,,Valid,1959-09-09,,,,"1 Employ Close, Foodworth, Positionland SY13 1WG",,2022-02-01,2025-06-15,1.64,142000,335000,owner-occupied,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,industry_second_choice@example.com,,Valid,,Deli Samuel,Nasra Martin,7529237897,,Valid,1938-02-27,,,,"1 Show Road, Shopby, Okaysex FY3 7US",,2019-06-14,2026-04-30,1.85,205195,,owner-occupied,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,round_staff_non@example.com,,Valid,,Charlotte Jack,,7753189292,,Valid,1992-04-23,,,,"154 Health Street, Happenham, Concernsex PR25 3DL",,2021-05-07,2024-10-31,3.74,99058,312916,owner-occupied,repayment,Tesco Bank,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,marry_honest_use@example.com,,Valid,,Claire Niall,Thomas Emma,7749976972,,Valid,1943-11-29,,,,"233 Office Where Road, Designham, Kingsex B42 2FY",,2019-06-28,2023-04-30,1.35,107696,112000,owner-occupied,repayment,Nationwide BS,remortgage,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,motion_three_available@example.com,,Valid,,Lewis Jack,Luke Shannen,7962534212,,Valid,1956-03-16,,,,"7 Cat Drive, Caseford, Wasteshire OL9 9FP",,2021-10-29,2022-10-31,2.64,163125,370000,owner-occupied,repayment,Nationwide BS,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,area_opportunity_teach@example.com,,Valid,,Duncan Irina,Susan David,7913764668,,Valid,1948-07-27,,,,"39 Surprise Avenue, Latecester, Faceland CW12 4LR",,2021-06-25,2024-06-30,2.29,245000,279995,owner-occupied,repayment,Skipton BS,remortgage,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,round_staff_non@example.com,,Valid,,Adam Jordan,,7773812487,,Valid,1965-12-08,,,,"268 Chair Street, Funstead, Shoesex PR5 6DT",,2022-06-29,2024-10-31,2.25,132360,390000,owner-occupied,repayment,Santander UK Plc,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,terrible_chairman_discuss@example.com,,Valid,,Laura Caoimhe,Laura Stacey,7811568325,,Valid,1939-04-20,,,,"64 Through Street, Childham, Catland B31 1BW",,2019-10-25,2025-12-31,2.55,118074,,owner-occupied,repayment,Santander UK Plc,purchase,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,express_count_pass@example.com,,Valid,,Luke Anna,Krzysztof Hamzah,7578337516,,Valid,1964-07-23,,,,"156 Pardon Decide Drive, Produceton, Pullland WV10 6EG",,2021-01-01,2022-12-31,1.84,118220,,owner-occupied,repayment,NatWest,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,meet_fast_twelve@example.com,,Valid,,Lisa Daniel,Mark Sarah,7889261133,,Valid,1952-09-03,,,,"84 Clear Unless Road, Trafficford, Mustland CA14 1WX",,2021-01-19,2024-12-01,5.12,118875,,owner-occupied,repayment,Nationwide BS,purchase,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,item_north_way@example.com,item_north_way@example.com,Valid,Valid,Jason David,Amanda Emma,7846455181,7572336194,Valid,1939-02-23,"Thursday, 22 February 1996",,,"25 Hospital Bar Road, Certainmouth, Dropshire SK12 2GB",,2021-08-27,2024-06-30,2.19,98000,320000,owner-occupied,repayment,HSBC,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,when_produce_apply@example.com,,Valid,,Emma Kristofer,,7941196798,,Valid,1961-02-17,,,,"6 Contact Avenue, Travelton, Tenland M25 3EQ",,2019-06-28,2024-06-30,1.99,140960,160000,buy-to-let,repayment,Platform,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,eye_nice_quid@example.com,,Valid,,Luke Francesca,,7521614158,,Valid,1960-01-05,,,,"22 Luck Road, Hitton, Photographshire PR25 3RA",,2018-04-20,2023-03-31,5.29,92800,315995,owner-occupied,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,blue_pension_wife@example.com,,Valid,,Stephanie Amber,Tomas Rajwinder,7519321525,,Valid,1999-04-25,,,,"64 Load Really Avenue, Sureham, Parkland L36 0AD",,2021-03-01,2023-06-02,1.59,286672,349995,owner-occupied,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,light_so_base@example.com,light_so_base@example.com,Valid,Valid,David Olga,Anil Kane,7929254338,7926216561,Valid,1968-10-05,"Thursday, 25 May 1950",,,"141 Finance Station Close, Grantham, Electsex S73 8FX",,2019-06-03,2023-03-30,2.15,106000,,buy-to-let,repayment,Halifax,remortgage,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,group_reckon_blow@example.com,love_print_corner@example.com,Valid,Valid,Jenny Daniel,Katie Satinderpal,7529852286,7529852286,Valid,1941-08-04,"Thursday, 23 July 1987",,,"241 Rule Sunday Street, Budgetham, Redsex WA9 5XE",,2021-11-01,2024-10-31,2.65,269999,289041,owner-occupied,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,0
Sharon Ayobami,left_society_judge@example.com,under_due_pardon@example.com,Valid,Valid,Jack Regina,Gemma Paul,7539297138,7531755274,Valid,1937-03-01,"Friday, 3 January 1997",,,"213 Now Park Road, Meanington, Wearshire M25 3ER",,2022-02-01,2027-01-31,1.89,111608,,owner-occupied,repayment,Santander UK Plc,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,where_what_committee@example.com,telephone_state_score@example.com,Valid,Valid,Samuel Ellie,Mark Andrew,7789188721,7949886893,Valid,1929-08-19,"Tuesday, 26 January 1982",,,"54 Rail Street, Beatton, Agoshire YO26 8FG",,2019-06-20,2026-05-31,2.74,257960,320000,owner-occupied,repayment,NatWest,purchase,fixed,course_horse_ball@example.com,,,first-charge,0
Sharon Ayobami,minus_milk_tax@example.com,minus_milk_tax@example.com,Valid,Valid,Lee Rachel,Joanna Opeyemi,7967823931,7818637434,Valid,1995-08-29,"Wednesday, 27 November 1957",,,"291 Rather Close, Perfectton, Quitesex GL2 9GA",,2021-06-30,2022-12-31,1.95,31215,321995,buy-to-let,repayment,Santander UK Plc,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,yes_clothe_pack@example.com,,Valid,,Konrad Rachel,Thomas Hannah,7954152432,,Valid,1936-08-26,,,,"206 North Drive, Concernworth, Televisionsex WA10 6WA",,2019-02-27,2025-03-31,2.07,192240,,owner-occupied,repayment,Nationwide BS,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,ask_group_meet@example.com,moment_glass_unite@example.com,Valid,Valid,Robert Kane,Charlotte Saeedah,7835547811,7954394653,Valid,1965-10-11,"Wednesday, 22 July 1992",,,"30 Road Road, Oneford, Unlesssex WA12 9FX",,2021-06-04,2026-12-31,2.79,114000,,owner-occupied,repayment,Santander UK Plc,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,rate_word_cover@example.com,rate_word_cover@example.com,Valid,Valid,Steven Joshua,Mirakumari Chelsey,7837298438,7532215436,Valid,1980-12-20,"Saturday, 24 September 1988",,,"8 Heat Settle Avenue, Maybeton, Staysex PR5 5BW",,2019-04-24,2023-01-31,2.25,174822,,owner-occupied,repayment,Halifax,purchase,fixed,course_horse_ball@example.com,,,first-charge,
Sharon Ayobami,important_over_off@example.com,,Valid,,Kathryn Rachel,Jack Ashmy,7547321571,,Valid,1988-08-26,,,,"151 Look Beauty Close, Apartworth, Straightsex CH66 7PL",,2022-02-01,2026-04-30,2.14,202865,253950,owner-occupied,repayment,Santander UK Plc,product-transfer,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Ayobami,recognize_case_on@example.com,,Risky,,Megan Heather,Richard Paula,7761584747,,Valid,1950-12-18,,,,"250 Quiet Then Street, Feelbury, Fridayshire OL9 0LX",,2022-07-07,2026-06-30,1.95,149995,275000,owner-occupied,repayment,NatWest,purchase,fixed,course_horse_ball@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
